"Labor","Nivel","AnchoPro","AltoPro","Empresa","Tipo","Fecha","Guardia","AnchoReal","AltoReal","CumplimientoRecomendacion","NivelRiesgo","Condicion","Recomendacion","Sostenimiento","GSI","PorcentajeTabla","TipoSostenimiento","Responsable","Operaciones","Seguridad","Geomecanico","Registro","ProcesoMinado","SostenimientoTope","HastialDerecho","HastialIzquierdo","MallasTraslapadas","MallasRotas"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-12-22T00:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","PRESENCIA DE ESPACIOS ABIERTOS DE MALLA SE RECOMIENDA REFORZAR SOSTENIMIENTO DE ESPACIOS ABIERTOS DE MALLA.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.00","1.00","Si","No"
"STP 896",2960,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-12-22T00:00:00.000Z""","DIA",5.98,5.98,true,"CRITICO","null","Hacia el acceso se tienen mallas abiertas y remangadas por un mal traslape, se tiene una faslla transversal, controlar la corona y cuadrar la zona mineralizada, completar el sostenimiento en ambos lados tanto norte como sur ",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.80","1.60","No","Si"
"STOP 765 N",3300,4,5,"IESA SA","EXPLOTACION","""2015-12-23T00:00:00.000Z""","DIA",5,5,true,"CRITICO","null","SE RECOMIENDA REALIZAR DESATE DE ROCAS SUELTAS, SE EVIDENCIA QUE SE REDUCIO EL ANCHO /ALTO DE LA LABOR, CONTINUAR CON LA VOLADURA CONTROLADA.",true,"MF/MP",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.00","1.20","Si","Si"
"STP 116 ",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-12-22T00:00:00.000Z""","DIA",5,5,true,"CRITICO","null","Hacia el acceso del lado norte se presenta una falla transversal a la labor, se abrirá hacia el HD por lo que se debe tener una voladura controlada ya que la falla estará paralela al avance. El acceso del sur  completar sostenimiento se presenta una falla paralela al HD ",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.80","No","Si"
"Rpa(+)815 S",3300,4,4,"MCEISA","EXPLOTACION","""2015-12-23T00:00:00.000Z""","DIA",4.05,4.05,true,"MEDIO","null","SE RECOMIENDA CONTINUAR CON LA VOLADURA CONTROLADA PARA MANTENER LA SECCION PROGRAMADA.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.00","1.00","Si","Si"
"Cro 642 E",3300,4,4,"MCEISA","AVANCE","""2015-12-23T00:00:00.000Z""","DIA",3.9,3.9,true,"CRITICO","null","PRESENCIA DE ESAPCIOS ABIERTOS DE MALLA EN RADIO CURVATURA TAMBIEN EN EL PUNTO TOPOGRAFICO F26 ESPACIO ABIERTO SE RECOMIENDA REFORZAR ESPACIOS ABIERTOS DE MALLA, DESATE DE ROCAS SUELTAS.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.00","1.00","Si","No"
"CX. 727",3420,4,4,"COPSEM","AVANCE","""2015-12-24T00:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","REALIZAR VOLADURA CONTROLADA Y MANTENER ALTURA DE SOSTENIMIENTO  EN LOS HASTIALES A 1.50M. DESCARGUE DE MALLAS CONSTANTE ANTES DE INICIAR CUALQUIER TRABAJO EN EL FRENTE DE LA LABOR.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.48","1.45","Si","No"
"STP. 369",4050,4,5,"COPSEM","EXPLOTACION","""2015-12-24T00:00:00.000Z""","DIA",5.2,5.2,true,"BAJO","null","MANTENER ALTURA DE SOSTENIMIENTO EN LOS HASTIALES A 1.50M. REALIZAR VOLADURA CONTROLADA PARA CONTROLAR LA SECCION PROGRAMADA. CONTINUAR CON EL DESCARGUE DE MALLA Y REFORZAMIENTO. CORTAR MALLAS Y SPLIT SET SOBRESALIDOS.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.48","1.45","Si","No"
"Rpa(+)815 S",3300,4,4,"MCEISA","EXPLOTACION","""2015-12-24T00:00:00.000Z""","DIA",4,4,true,"CRITICO","null","PRESENCIA DE ESPACIOS ABIERTOS DE MALLA, FALTA SOSTENER LA COMUNICACION SE RECOMIENDA REFORZAR SOSTENIMINETO DE ESPACIOS ABIERTOS DE MALLA Y SOSTENER LA COMUNICACION.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.10","1.00","Si","No"
"Stop 765 S",3300,4,5,"IESA SA","EXPLOTACION","""2015-12-24T00:00:00.000Z""","DIA",5,5,true,"MEDIO","null","SE RECOMIENDA REALIZAR VOLADURA CONTROLADA PARA MANTENER LA SECCION.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.00","1.00","Si","Si"
"Stp.369 PISO 12",4050,4,5,"COPSEM","EXPLOTACION","""2015-12-25T00:00:00.000Z""","DIA",5.1,5.1,true,"MEDIO","null","SE HA COMPLETADO CON EL DESCARGUE DE MALLAS CARGADAS Y SE HA RESANADO LAS MALLAS ROTAS, SE REALIZA VOLADURA CONTROLADA.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.40","1.40","Si","Si"
"STP. 154 S",3600,4,4,"COPSEM","AVANCE","""2015-12-26T00:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","REALIZAR SOSTENIMIENTO AL TOPE MAS MALLA DE SACRIFICIO. MANTENER ALTURA DE SOSTENIMIENTO EN LOS HASTIALES A 1.50M",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.45","Si","No"
"Cro 456 S",3300,4.5,4,"MCEISA","AVANCE","""2015-12-26T00:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","FALTA TERMINAR LA INTERSECION DE LA LABOR SE RECOMIENDA SOSTENER LA INTERSECCION DE LA LABOR , FALTA SOSTENER EL ULTIMO DISAPRO.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.00","1.10","Si","Si"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-12-26T00:00:00.000Z""","DIA",4.05,4.05,true,"MEDIO","null","SE EVIDENCIA ESPACIOS ABIERTOS DE MALLA, SE RECOMIENDA REALIZAR REFUERZO DE ESPACIOS ABIERTOS DE MALLA, REDUCIR LA SECCION.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.10","1.10","Si","No"
"Rpa. 910 S",3300,5,5,"MARTINEZ","AVANCE","""2015-12-26T00:00:00.000Z""","DIA",4.7,4.7,true,"CRITICO","null","SE EVIDENCIA ESPACIOS ABIERTOS DE MALLA, ROCAS SUELTAS SOBRECARGADAS EN AL MALLA SE RECOMIENDA REALIZAR DESATE MACANIZADO Y REFORZAR ESPACIOS ABIERTOS DE MALLA.",true,"MF/P",3,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.00","1.00","Si","No"
"Stp. 996",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-12-26T00:00:00.000Z""","DIA",4,4,true,"CRITICO","null","la zona de breasting se abrira solo el lado derecho, hacia el acceso la altura de sostenimiento noesta deacuerdo a estandar, en el paneleo la zona de interseccion se reforzara con shotcrete ",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.70","1.80","Si","Si"
"Stp. 154 S",3600,4,4,"COPSEM","EXPLOTACION","""2015-12-27T00:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","SE REALIZA DESCARGA DE MALLAS , CONTROLAR SECCIOBN Y ALTURA DE SOSTENIMIENTO EN LOS HASTIALES.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.40","Si","No"
"Stp. 369 (PISO 12)",4050,4,5,"COPSEM","EXPLOTACION","""2015-12-27T00:00:00.000Z""","DIA",5.3,5.3,true,"MEDIO","null","SE REALIZA DESCARGA, CONTROLAR SECCION PROGRAMADA, TERRENO INESTABLE.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.60","1.55","Si","No"
"Rpa. 7839N",4218,5,5,"COPSEM","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",5,5,true,"CRITICO","null","Terreno de mediana resistencia, fallas transversales a la labor como factor influyente filtracion de agua goteo en tramos. Se observa que falta reforzar el sostenimiento. Recomendacion reforzar el sostenimiento, bajar la altura de sostenimiento a 1.50 mts",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.6","1.6","Si","Si"
"Stp 660",3420,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2016-01-15T18:42:21.359Z""","DIA",0.2,0.2,"null","MEDIO","1","e2",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.","Jose Zegarra Carmona","Vladimir Ichpas","Miguel Marcos","Cody Gómez Rozas","Root","S/D","S/D","S/D","S/D","S/D","S/D"
"Rpa 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","",true,"MF/B",7,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.3","1.3","Si","No"
"Rpa 119",3020,4,4,"IESA SA","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",4,4,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.25","1.2","Si","Si"
"Rpa 869",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-10T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.10","1.10","Si","No"
"Cro 160 E",2890,4.5,4,"IESA SA","AVANCE","""2015-07-12T05:00:00.000Z""","NOCHE",4.18,4.18,true,"CRITICO","null","realizar desate mecanizado y descarga de bancos , reforzar sostenimiento en avanzada hasta gradiente continuar con voladura controlada",true,"F/B",10,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.3","1.25","Si","Si"
"Cro 147",2890,4,4,"IESA SA","EXPLOTACION","""2015-07-12T05:00:00.000Z""","NOCHE",4.17,4.17,true,"CRITICO","null","realizar desate y descargar bancos, continuar con el sostenimiento del ultimo disparo",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.3","1.25","Si","No"
"Rpa 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-13T05:00:00.000Z""","DIA",4.15,4.15,true,"CRITICO","null","SE RECOMIENDA CONTINUAR CON EL TIPO DE SOSTENIMIENTO",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.15","1.2","Si","No"
"Cro 746",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-13T05:00:00.000Z""","DIA",3.94,3.94,true,"CRITICO","null","DEBE REALIZARSE EL SOSTENIMIENTO AL TOPE, DESATE CONTINUO Y RESANADO DE MALLAS",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.15","1.2","Si","Si"
"Cro 147",2890,4,4,"IESA SA","EXPLOTACION","""2015-07-13T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","DESATE MINUCIOSO DEL FRENTE , CONTINUAR CON SOSTENIMIENTO DE SPLIT  SET Y MALLA Y VOLADURA CONTROLADA",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.42","1.24","Si","Si"
"Stop. 613",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-12T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.5","1.5","Si","Si"
"Cro 160E",2860,4.5,4,"IESA SA","AVANCE","""2015-07-13T05:00:00.000Z""","DIA",4.15,4.15,true,"CRITICO","null","REALIZAR SOSTENIMIENTO AL TOPE, CONTINUAR CON EL CONTROL DE PERFORACION Y CARGUIO EN EL FRENTE Y AJUSTAR LOS PERNOS",true,"F/B",10,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.34","1.08","Si","Si"
"Cro. 679 N",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-12T05:00:00.000Z""","DIA",4.3,4.3,true,"MEDIO","null","Roca de caliza marmolizada, falla semiparalela al avance ligeramente alterado. Se observa mallas cargadas en los hastiales y la corona, falta el desate de hastiales. Recomendacion de mallas cargadas y desate de hastiales",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.6","1.5","Si","No"
"Rpa.7854",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-12T05:00:00.000Z""","DIA",4.5,4.5,true,"MEDIO","null","Caliza gris de mediana resistencia con fracturas transversales, persistencia de 3-10 mts, ligeramente alterado. Se observa tramos de mallas rotas. Recomendacion resanar las mallas rotas y disparar el frente con la cuneta",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.5","1.5","Si","Si"
"Stp. 660",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-13T05:00:00.000Z""","DIA",4.3,4.3,true,"BAJO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.3","1.4","Si","No"
"Rpa. 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-13T05:00:00.000Z""","NOCHE",4.3,4.3,true,"CRITICO","null","Descargar bancos sobre la malla, reforzara sostenimiento en los espacios abiertos y mejorar la sobre rotura de la labor",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.05","1.05","Si","Si"
"Rpa. 102",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-13T05:00:00.000Z""","NOCHE",4.15,4.15,true,"CRITICO","null","Continuar descargando bancos sobre malla y cortar malla sobre salida",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.10","1.10","Si","Si"
"Cro. 023",3000,4,4,"IESA SA","EXPLOTACION","""2015-07-13T05:00:00.000Z""","NOCHE",4.1,4.1,true,"CRITICO","null","Desatar labor y descargar bancos sobre malla.",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.20","1.15","Si","Si"
"RPA 102",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-14T05:00:00.000Z""","DIA",4,4,true,"BAJO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.2","1.2","Si","Si"
"STP. 441",2960,4,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-14T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","se debe estandarizar el sosteniminto anates de volver a ingresar a la labor ",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.7","1.9","Si","Si"
"Rpa.869",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-14T05:00:00.000Z""","NOCHE",4.2,4.2,true,"CRITICO","null","Realizar voladura controlada, evitar la sobrerotura",true,"IF/P",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.05","1.00","Si","No"
"Cro  147",2890,4,4,"IESA SA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Presencia de falla trasversal en el frente, debe de realizarse voladura controlada ",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.18","1.40","Si","No"
"Rpa 869",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4,4,true,"CRITICO","null","Se realizara desate mecanizado, programar lanzado de shocrete",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.00","1.00","Si","Si"
"Rpa 175",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.1,4.1,true,"MEDIO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.30","Si","Si"
"Rpa 801",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","se realizara un disparo mas;  programar lanzado de shotcrete",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.00","1.00","Si","Si"
"Stp 154 N",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","Roca de baja resistencia presencia de relleno suave, presencia de venillas de calcio, contacto mineralizado semiparalelo a la labor se observa mallas cargadas desde la intersección y falta reforzar el sostenimiento Recomendación descargue de mallas y reforzar el sostenimiento",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.50","Si","Si"
"Rpa 175",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","NOCHE",4.13,4.13,true,"CRITICO","null","Realizar desatado manual, reforzar sostenimiento de espacios abiertos, continuar con la voladura controlada",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","2.0","1.8","Si","Si"
"Gal 765 S",3300,4.5,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","DIA",4,4,true,"CRITICO","null","AUN NO SE LEVANTAN LAS OBSERVACIONES DE ESTANDARIZACION DE LA LABOR ",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","2.0","1.8","No","Si"
"Rpa 102",3180,4,4,"IESA SA","EXPLOTACION","""2015-07-15T05:00:00.000Z""","NOCHE",4.1,4.1,true,"CRITICO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.15","1.1","Si","Si"
"Rpa 175",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-16T05:00:00.000Z""","DIA",4.15,4.15,true,"BAJO","null","Continuar co la voladura controlada ",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.30","1.18","Si","Si"
"Rpa 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-16T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.30","1.18","Si","No"
"Rpa 996",3600,4,4,"CIA MINERA ATACOCHA","AVANCE","""2015-07-16T05:00:00.000Z""","DIA",4.62,4.62,true,"CRITICO","null","Se debe de hacer un buen desate y programar para lanzar shotcrete y reforzar el sostenimiento",true,"MF/P",3,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.10","1.2","No","Si"
"Gal. 765 N",3300,4.5,4,"CIA MINERA ATACOCHA","AVANCE","""2015-07-16T05:00:00.000Z""","DIA",4.71,4.71,true,"CRITICO","null","Se debe de descargar la malla y reforzar el sosteniento; preparar para shotcretear. Y se debe de sostener en avanzada.",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.1","1.2","No","Si"
"Gl.612",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-16T05:00:00.000Z""","DIA",4,4,true,"BAJO","null","",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.40","Si","No"
"Cro. 682",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-16T05:00:00.000Z""","NOCHE",4.2,4.2,true,"BAJO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.45","Si","No"
"S/N 7779 N",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-17T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","Emplazada en roca caliza gris de mediana resistencia, falta paralela a la labor, levemente alterado se observa mallas rotas.  Recomendación reforzar el sostenimiento y realizar la voladura controlada.",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.40","Si","Si"
"Stp. 335",4154,4,4,"COPSEM","EXPLOTACION","""2015-07-17T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.60","1.50","Si","No"
"Spa. 7879 N",4218,5,5,"COPSEM","EXPLOTACION","""2015-07-17T05:00:00.000Z""","DIA",5,5,true,"BAJO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.50","1.50","Si","Si"
"S/N 116",2840,4,4,"IESA SA","EXPLOTACION","""2015-07-20T05:00:00.000Z""","DIA",4.35,4.35,true,"CRITICO","null","Caliza gris con presencia de fallas paralelas a la labor, se recomienda poner parches de malla en parte de la corona y hastial derecho.",true,"MF/R",6,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.15","1.20","Si","No"
"Cro. 160 E",2890,4.5,4,"IESA SA","AVANCE","""2015-07-20T05:00:00.000Z""","DIA",4.24,4.24,true,"CRITICO","null","se evidencias las cañas de recorte y se recomienda reducir la carga operante en la corona y hastiales.",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.15","1.20","Si","No"
"Stp. 7779",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-20T05:00:00.000Z""","DIA",4.2,4.2,true,"BAJO","null","",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.40","1.40","Si","No"
"Stp. 666 (7879)",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-19T05:00:00.000Z""","NOCHE",4.2,4.2,true,"CRITICO","null","",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.60","1.45","Si","No"
"Cro. 436 S",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-20T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","",true,"MF/MP",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.50","Si","No"
"Stp.687",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-20T05:00:00.000Z""","NOCHE",4.3,4.3,true,"MEDIO","null","",true,"F/R",9,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.40","Si","Si"
"Rpa. 7854",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-21T05:00:00.000Z""","DIA",4.3,4.3,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.50","1.50","Si","Si"
"Cro 023",3000,4,4,"IESA SA","EXPLOTACION","""2015-07-21T05:00:00.000Z""","DIA",4,4,true,"BAJO","null","Presencia de caliza gris con presencia de venilleo de cuarzo",true,"MF/R",6,"Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.10","1.00","Si","No"
"Rpa. 7854",3420,4,4,"COPSEM","EXPLOTACION","""2015-07-21T05:00:00.000Z""","NOCHE",4.2,4.2,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.50","1.50","Si","Si"
